id_oportunidade;vendedor;produto;conta;etapa_negocio;data_engajamento;data_fechamento;valor_fechamento
OP-02406;Amanda Azevedo;Módulo Horizonte Especial;;Em negociação;2017-04-05;;
OP-05087;Amanda Azevedo;Solução Atlas Plus Essencial;Solaris Comunicação Ltda.;Perdida;2017-04-05;2017-04-07;0
OP-01179;Amanda Azevedo;Módulo Horizonte Avançado;Serrana Tecnologia Ltda.;Ganha;2017-04-05;2017-06-22;3188
OP-05674;Igor Barros;Solução Atlas Essencial;Paralela Logística Ltda.;Perdida;2017-04-05;2017-04-06;0
OP-07536;Igor Barros;Solução Atlas Plus Essencial;Júpiter Comercial Ltda.;Ganha;2017-04-05;2017-08-02;1091
OP-05532;Igor Barros;Solução Atlas Plus Profissional;Lumina Comunicação Ltda.;Ganha;2017-04-05;2017-04-12;5095
OP-00702;Igor Barros;Módulo Horizonte Especial;Safira Software Ltda.;Ganha;2017-04-05;2017-08-02;51
OP-03270;Juliana Esteves;Módulo Horizonte Especial;Kairós Varejo Ltda.;Ganha;2017-04-05;2017-06-19;62
OP-06073;Nicolas Oliveira;Solução Atlas Essencial;Oceânica Digital Ltda.;Ganha;2017-04-05;2017-06-28;550
OP-06567;Priscila Ramos;Módulo Horizonte Especial;Estrela Indústria Ltda.;Ganha;2017-04-05;2017-04-07;45
OP-06348;Tatiana Castro;Solução Atlas Essencial;;Em negociação;2017-04-05;;
OP-04365;Ana Almeida;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2017-04-06;2017-06-09;527
OP-04891;Eduarda Nogueira;Solução Atlas Essencial;União Indústria Ltda.;Perdida;2017-04-06;2017-04-15;0
OP-06904;Eduarda Nogueira;Solução Atlas Plus Essencial;Júpiter Comercial Ltda.;Perdida;2017-04-06;2017-05-30;0
OP-00601;Henrique Borges;Módulo Horizonte Avançado;;Em negociação;2017-04-06;;
OP-00207;Isabela Farias;Módulo Horizonte Avançado;Mosaico Serviços Ltda.;Perdida;2017-04-06;2017-04-08;0
OP-07309;Isabela Farias;Módulo Horizonte Especial;Mirante Consultoria Ltda.;Ganha;2017-04-06;2017-04-14;64
OP-02283;João Moreira;Módulo Horizonte Avançado;Imperial Financeira Ltda.;Ganha;2017-04-06;2017-04-15;3655
OP-02646;Larissa Santos;Plataforma Delta 500;;Em negociação;2017-04-06;;
OP-04398;Larissa Santos;Módulo Horizonte Especial;;Em negociação;2017-04-06;;
OP-07092;Otávio Pinto;Módulo Horizonte Especial;Vértice Sistemas Ltda.;Perdida;2017-04-06;2017-04-16;0
OP-05665;Otávio Pinto;Módulo Horizonte Avançado;Mirante Consultoria Ltda.;Perdida;2017-04-06;2017-04-13;0
OP-07426;Patrícia Campos;Módulo Horizonte Avançado;;Em negociação;2017-04-06;;
OP-03504;Rafael Ferreira;Solução Atlas Essencial;Bravura Financeira Ltda.;Ganha;2017-04-06;2017-05-21;561
OP-01994;Tiago Martins;Solução Atlas Plus Essencial;;Em negociação;2017-04-06;;
OP-06616;Vanessa Pereira;Solução Atlas Essencial;Metrópole Digital Ltda.;Perdida;2017-04-06;2017-08-06;0
OP-01797;Vanessa Pereira;Solução Atlas Plus Essencial;Solaris Comunicação Ltda.;Perdida;2017-04-06;2017-04-16;0
OP-01740;Vanessa Pereira;Solução Atlas Plus Profissional;Granito Comunicação Ltda.;Ganha;2017-04-06;2017-04-07;6154
OP-05529;Vanessa Pereira;Solução Atlas Profissional;Aliança Indústria Ltda.;Ganha;2017-04-06;2017-04-12;4756
OP-06855;William Silveira;Solução Atlas Essencial;Urbana Telecom Ltda.;Perdida;2017-04-06;2017-04-14;0
OP-00885;William Silveira;Módulo Horizonte Especial;Helix Comercial Ltda.;Ganha;2017-04-06;2017-05-30;61
OP-05088;Fernanda Valente;Solução Atlas Essencial;Habitat Consultoria Ltda.;Ganha;2017-04-06;2017-06-24;575
OP-08579;Fernanda Valente;Solução Atlas Plus Essencial;Atena Participações Ltda.;Ganha;2017-04-06;2017-05-22;1147
OP-04516;Fernanda Valente;Módulo Horizonte Avançado;Cristal Tecnologia Ltda.;Ganha;2017-04-06;2017-06-12;3161
OP-00811;Helena Menezes;Solução Atlas Essencial;Quartzo Participações Ltda.;Perdida;2017-04-06;2017-04-16;0
OP-01560;Nicolas Oliveira;Módulo Horizonte Avançado;Safira Software Ltda.;Perdida;2017-04-06;2017-04-14;0
OP-03023;Nicolas Oliveira;Solução Atlas Essencial;Neblina Software Ltda.;Ganha;2017-04-06;2017-05-04;525
OP-02277;Tatiana Castro;Solução Atlas Profissional;Centauro Logística Ltda.;Ganha;2017-04-06;2017-04-12;4168
OP-08174;Ana Almeida;Solução Atlas Essencial;Habitat Consultoria Ltda.;Ganha;2017-04-07;2017-04-08;596
OP-06504;Bruno Duarte;Solução Atlas Profissional;;Em negociação;2017-04-07;;
OP-07366;Bruno Duarte;Módulo Horizonte Especial;Porto Telecom Ltda.;Ganha;2017-04-07;2017-04-15;59
OP-02405;Eduarda Nogueira;Solução Atlas Profissional;Elo Telecom Ltda.;Perdida;2017-04-07;2017-05-14;0
OP-05518;Gabriela Teixeira;Módulo Horizonte Avançado;;Em negociação;2017-04-07;;
OP-02832;Gabriela Teixeira;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2017-04-07;2017-04-15;5684
OP-04965;Henrique Borges;Módulo Horizonte Avançado;Tropical Saúde Ltda.;Perdida;2017-04-07;2017-04-15;0
OP-01932;Isabela Farias;Solução Atlas Profissional;Helix Comercial Ltda.;Ganha;2017-04-07;2017-04-15;4413
OP-06576;João Moreira;Módulo Horizonte Avançado;Fênix Sistemas Ltda.;Perdida;2017-04-07;2017-04-17;0
OP-07557;João Moreira;Módulo Horizonte Avançado;Gênesis Indústria Ltda.;Perdida;2017-04-07;2017-04-15;0
OP-06418;João Moreira;Solução Atlas Profissional;Boreal Varejo Ltda.;Ganha;2017-04-07;2017-04-13;4152
OP-07957;Larissa Santos;Módulo Horizonte Especial;Centauro Logística Ltda.;Ganha;2017-04-07;2017-06-24;51
OP-00225;Natália Correia;Solução Atlas Essencial;Montana Varejo Ltda.;Perdida;2017-04-07;2017-04-15;0
OP-08090;Otávio Pinto;Módulo Horizonte Avançado;Diamante Financeira Ltda.;Perdida;2017-04-07;2017-04-18;0
OP-08189;Rafael Ferreira;Solução Atlas Plus Essencial;Raízes Varejo Ltda.;Ganha;2017-04-07;2017-05-18;1103
OP-06553;Sofia Ishikawa;Solução Atlas Plus Essencial;Habitat Consultoria Ltda.;Ganha;2017-04-07;2017-04-09;1091
OP-03429;Sofia Ishikawa;Solução Atlas Plus Essencial;Quantum Sistemas Ltda.;Ganha;2017-04-07;2017-04-17;1189
OP-03694;Sofia Ishikawa;Solução Atlas Profissional;Urbana Telecom Ltda.;Ganha;2017-04-07;2017-06-27;4534
OP-05925;Tiago Martins;Solução Atlas Essencial;Ipanema Logística Ltda.;Perdida;2017-04-07;2017-05-12;0
OP-02150;Tiago Martins;Solução Atlas Plus Essencial;Valência Consultoria Ltda.;Perdida;2017-04-07;2017-04-16;0
OP-07613;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2017-04-07;;
OP-02839;Vanessa Pereira;Módulo Horizonte Avançado;;Em negociação;2017-04-07;;
OP-07151;William Silveira;Solução Atlas Essencial;Pioneira Consultoria Ltda.;Perdida;2017-04-07;2017-04-16;0
OP-00876;Amanda Azevedo;Solução Atlas Essencial;Safira Software Ltda.;Ganha;2017-04-07;2017-04-13;522
OP-03003;Amanda Azevedo;Solução Atlas Profissional;Jardim Serviços Ltda.;Ganha;2017-04-07;2017-05-27;5012
OP-03328;Débora Medeiros;Solução Atlas Plus Essencial;Krypton Saúde Ltda.;Ganha;2017-04-07;2017-04-08;1109
OP-07121;Fernanda Valente;Solução Atlas Plus Profissional;Futura Consultoria Ltda.;Ganha;2017-04-07;2017-04-13;4659
OP-00677;Helena Menezes;Solução Atlas Essencial;Horizonte Saúde Ltda.;Perdida;2017-04-07;2017-04-16;0
OP-02661;Mariana Lima;Solução Atlas Plus Profissional;Pioneira Consultoria Ltda.;Perdida;2017-04-07;2017-06-13;0
OP-03302;Mariana Lima;Solução Atlas Plus Profissional;Essência Tecnologia Ltda.;Perdida;2017-04-07;2017-04-09;0
OP-07706;Mariana Lima;Módulo Horizonte Especial;Waypoint Software Ltda.;Perdida;2017-04-07;2017-05-30;0
OP-02264;Mariana Lima;Módulo Horizonte Avançado;Jade Tecnologia Ltda.;Perdida;2017-04-07;2017-04-12;0
OP-08201;Nicolas Oliveira;Solução Atlas Essencial;;Em negociação;2017-04-07;;
OP-01102;Nicolas Oliveira;Módulo Horizonte Avançado;Valência Consultoria Ltda.;Perdida;2017-04-07;2017-04-16;0
OP-06859;Tatiana Castro;Módulo Horizonte Avançado;Bravura Financeira Ltda.;Perdida;2017-04-07;2017-04-13;0
OP-02149;Ana Almeida;Módulo Horizonte Avançado;Rubi Comunicação Ltda.;Perdida;2017-04-08;2017-04-15;0
OP-03533;Ana Almeida;Solução Atlas Plus Essencial;Sinapse Soluções Ltda.;Ganha;2017-04-08;2017-04-15;1142
OP-04125;Eduarda Nogueira;Solução Atlas Profissional;;Em negociação;2017-04-08;;
OP-02190;Gabriela Teixeira;Solução Atlas Essencial;Montana Varejo Ltda.;Ganha;2017-04-08;2017-05-27;491
OP-03856;Henrique Borges;Solução Atlas Plus Profissional;Koral Logística Ltda.;Em negociação;2017-04-08;;
OP-07446;Isabela Farias;Solução Atlas Profissional;Atena Participações Ltda.;Perdida;2017-04-08;2017-04-18;0
OP-04007;Isabela Farias;Módulo Horizonte Especial;Mosaico Serviços Ltda.;Perdida;2017-04-08;2017-04-14;0
OP-05116;Isabela Farias;Solução Atlas Profissional;Cristal Tecnologia Ltda.;Ganha;2017-04-08;2017-04-09;5678
OP-04216;João Moreira;Solução Atlas Profissional;Lumina Comunicação Ltda.;Perdida;2017-04-08;2017-04-16;0
OP-04143;João Moreira;Solução Atlas Essencial;Vereda Sistemas Ltda.;Ganha;2017-04-08;2017-06-14;547
OP-07512;Natália Correia;Solução Atlas Essencial;Farol Saúde Ltda.;Perdida;2017-04-08;2017-04-16;0
OP-00586;Patrícia Campos;Solução Atlas Plus Essencial;Quasar Serviços Ltda.;Ganha;2017-04-08;2017-05-25;935
OP-06185;Patrícia Campos;Solução Atlas Plus Profissional;Neblina Software Ltda.;Ganha;2017-04-08;2017-04-10;4761
OP-08511;Patrícia Campos;Módulo Horizonte Avançado;Dínamo Digital Ltda.;Ganha;2017-04-08;2017-04-14;3224
OP-05260;Tiago Martins;Solução Atlas Essencial;Zafira Comunicação Ltda.;Ganha;2017-04-08;2017-04-17;501
OP-06784;William Silveira;Módulo Horizonte Avançado;Torre Digital Ltda.;Ganha;2017-04-08;2017-04-17;3532
OP-04770;Amanda Azevedo;Módulo Horizonte Avançado;;Em negociação;2017-04-08;;
OP-01362;Débora Medeiros;Solução Atlas Profissional;Inova Software Ltda.;Ganha;2017-04-08;2017-04-12;4320
OP-02736;Fernanda Valente;Módulo Horizonte Especial;Futura Consultoria Ltda.;Perdida;2017-04-08;2017-04-10;0
OP-06434;Igor Barros;Solução Atlas Plus Essencial;Porto Telecom Ltda.;Ganha;2017-04-08;2017-06-11;1123
OP-08214;Leonardo Henriques;Solução Atlas Profissional;Júpiter Comercial Ltda.;Ganha;2017-04-08;2017-04-09;5217
OP-00384;Mariana Lima;Módulo Horizonte Especial;Pioneira Consultoria Ltda.;Perdida;2017-04-08;2017-05-27;0
OP-07457;Nicolas Oliveira;Solução Atlas Profissional;;Em negociação;2017-04-08;;
OP-02856;Nicolas Oliveira;Solução Atlas Essencial;Xingu Comercial Ltda.;Ganha;2017-04-08;2017-06-10;595
OP-01764;Nicolas Oliveira;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2017-04-08;2017-04-16;5848
OP-06003;Tatiana Castro;Solução Atlas Essencial;Solaris Comunicação Ltda.;Perdida;2017-04-08;2017-04-09;0
OP-03404;Tatiana Castro;Módulo Horizonte Especial;Granito Comunicação Ltda.;Perdida;2017-04-08;2017-04-13;0
OP-00340;Tatiana Castro;Solução Atlas Plus Profissional;Inova Software Ltda.;Ganha;2017-04-08;2017-04-17;5884
OP-02279;Ana Almeida;Módulo Horizonte Avançado;Nexa Telecom Ltda.;Ganha;2017-04-09;2017-06-02;3666
OP-07427;Bruno Duarte;Solução Atlas Essencial;Montana Varejo Ltda.;Perdida;2017-04-09;2017-04-18;0
OP-04521;Eduarda Nogueira;Solução Atlas Essencial;Valência Consultoria Ltda.;Ganha;2017-04-09;2017-04-20;598
OP-05865;Eduarda Nogueira;Módulo Horizonte Avançado;Ônix Sistemas Ltda.;Ganha;2017-04-09;2017-04-16;3275
OP-03212;Felipe Queiroz;Solução Atlas Essencial;Cristal Tecnologia Ltda.;Perdida;2017-04-09;2017-04-10;0
OP-05510;Felipe Queiroz;Solução Atlas Essencial;Quartzo Participações Ltda.;Perdida;2017-04-09;2017-04-18;0
OP-00840;Felipe Queiroz;Módulo Horizonte Especial;Quantum Sistemas Ltda.;Perdida;2017-04-09;2017-04-20;0
OP-06396;Gabriela Teixeira;Módulo Horizonte Avançado;;Em negociação;2017-04-09;;
OP-08303;Henrique Borges;Solução Atlas Profissional;Atlas Digital Ltda.;Perdida;2017-04-09;2017-05-30;0
OP-07518;Isabela Farias;Solução Atlas Profissional;Litoral Indústria Ltda.;Ganha;2017-04-09;2017-04-18;4978
OP-06760;Larissa Santos;Módulo Horizonte Especial;Centauro Logística Ltda.;Ganha;2017-04-09;2017-05-29;56
OP-04797;Otávio Pinto;Módulo Horizonte Avançado;Pampas Comunicação Ltda.;Ganha;2017-04-09;2017-04-14;3077
OP-06652;Patrícia Campos;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-04-09;2017-04-17;974
OP-02917;Tiago Martins;Solução Atlas Plus Essencial;Aliança Indústria Ltda.;Ganha;2017-04-09;2017-04-10;915
OP-02973;Vanessa Pereira;Solução Atlas Plus Essencial;Quasar Serviços Ltda.;Perdida;2017-04-09;2017-08-12;0
OP-02102;Vanessa Pereira;Módulo Horizonte Avançado;Orion Participações Ltda.;Perdida;2017-04-09;2017-04-16;0
OP-08569;Vanessa Pereira;Solução Atlas Plus Essencial;Safira Software Ltda.;Ganha;2017-04-09;2017-06-20;983
OP-03506;Caio Dias;Solução Atlas Plus Essencial;Pampas Comunicação Ltda.;Ganha;2017-04-09;2017-04-10;1204
OP-08350;Fernanda Valente;Solução Atlas Plus Profissional;Safira Software Ltda.;Perdida;2017-04-09;2017-04-16;0
OP-06513;Helena Menezes;Solução Atlas Plus Essencial;Waypoint Software Ltda.;Ganha;2017-04-09;2017-04-10;970
OP-07416;Igor Barros;Solução Atlas Essencial;Atlas Digital Ltda.;Ganha;2017-04-09;2017-04-16;575
OP-08124;Leonardo Henriques;Solução Atlas Plus Profissional;Domínio Saúde Ltda.;Ganha;2017-04-09;2017-06-18;5986
OP-08159;Mariana Lima;Solução Atlas Plus Essencial;Atena Participações Ltda.;Perdida;2017-04-09;2017-04-21;0
OP-01726;Nicolas Oliveira;Módulo Horizonte Especial;Krypton Saúde Ltda.;Ganha;2017-04-09;2017-06-16;64
OP-01004;Priscila Ramos;Módulo Horizonte Especial;;Em negociação;2017-04-09;;
OP-07082;Tatiana Castro;Solução Atlas Plus Essencial;Norte Soluções Ltda.;Em negociação;2017-04-09;;
OP-04375;Tatiana Castro;Solução Atlas Essencial;Neblina Software Ltda.;Perdida;2017-04-09;2017-04-15;0
OP-06875;Tatiana Castro;Módulo Horizonte Avançado;Serrana Tecnologia Ltda.;Ganha;2017-04-09;2017-06-26;3070
OP-08536;Ana Almeida;Módulo Horizonte Especial;Atena Participações Ltda.;Perdida;2017-04-10;2017-04-11;0
OP-04904;Bruno Duarte;Solução Atlas Essencial;Ônix Sistemas Ltda.;Perdida;2017-04-10;2017-04-11;0
OP-05949;Eduarda Nogueira;Solução Atlas Plus Essencial;Boreal Varejo Ltda.;Perdida;2017-04-10;2017-04-17;0
OP-01078;Felipe Queiroz;Módulo Horizonte Especial;Jade Tecnologia Ltda.;Perdida;2017-04-10;2017-04-20;0
OP-05349;Felipe Queiroz;Módulo Horizonte Avançado;Quartzo Participações Ltda.;Ganha;2017-04-10;2017-04-18;3409
OP-00036;Henrique Borges;Solução Atlas Plus Profissional;Aurora Soluções Ltda.;Ganha;2017-04-10;2017-06-11;5721
OP-07205;Henrique Borges;Solução Atlas Profissional;Domínio Saúde Ltda.;Ganha;2017-04-10;2017-06-28;5039
OP-00609;Henrique Borges;Solução Atlas Profissional;Júpiter Comercial Ltda.;Ganha;2017-04-10;2017-04-11;5000
OP-01752;Isabela Farias;Solução Atlas Essencial;Novaterra Telecom Ltda.;Perdida;2017-04-10;2017-04-18;0
OP-07864;Isabela Farias;Solução Atlas Profissional;Pioneira Consultoria Ltda.;Perdida;2017-04-10;2017-04-18;0
OP-01523;Isabela Farias;Solução Atlas Plus Profissional;Helix Comercial Ltda.;Ganha;2017-04-10;2017-04-16;4955
OP-03730;Isabela Farias;Solução Atlas Profissional;Safira Software Ltda.;Ganha;2017-04-10;2017-04-17;5065
OP-05812;Isabela Farias;Solução Atlas Profissional;Galáxia Software Ltda.;Ganha;2017-04-10;2017-04-17;4343
OP-05790;Isabela Farias;Solução Atlas Profissional;Sinapse Soluções Ltda.;Ganha;2017-04-10;2017-04-20;3892
OP-08438;Otávio Pinto;Solução Atlas Essencial;Habitat Consultoria Ltda.;Perdida;2017-04-10;2017-04-20;0
OP-08262;Patrícia Campos;Módulo Horizonte Avançado;;Em negociação;2017-04-10;;
OP-05942;Rafael Ferreira;Módulo Horizonte Avançado;Aliança Indústria Ltda.;Perdida;2017-04-10;2017-04-11;0
OP-01384;Sofia Ishikawa;Solução Atlas Plus Essencial;Íntegra Comercial Ltda.;Ganha;2017-04-10;2017-06-27;1115
OP-08701;Tiago Martins;Solução Atlas Essencial;Tropical Saúde Ltda.;Ganha;2017-04-10;2017-04-16;533
OP-03285;Tiago Martins;Solução Atlas Plus Essencial;Aliança Indústria Ltda.;Ganha;2017-04-10;2017-04-13;1290
OP-08773;Vanessa Pereira;Solução Atlas Essencial;Novaterra Telecom Ltda.;Perdida;2017-04-10;2017-04-12;0
OP-01140;Vanessa Pereira;Solução Atlas Plus Essencial;Kairós Varejo Ltda.;Perdida;2017-04-10;2017-06-13;0
OP-06170;William Silveira;Módulo Horizonte Especial;Alvorada Digital Ltda.;Perdida;2017-04-10;2017-04-12;0
OP-01789;William Silveira;Solução Atlas Plus Essencial;Pioneira Consultoria Ltda.;Ganha;2017-04-10;2017-06-02;1047
OP-06789;William Silveira;Módulo Horizonte Especial;Helix Comercial Ltda.;Ganha;2017-04-10;2017-04-18;47
OP-04639;Amanda Azevedo;Módulo Horizonte Avançado;Cristal Tecnologia Ltda.;Em negociação;2017-04-10;;
OP-06710;Caio Dias;Solução Atlas Essencial;Safira Software Ltda.;Perdida;2017-04-10;2017-04-21;0
OP-08144;Caio Dias;Solução Atlas Profissional;Jade Tecnologia Ltda.;Ganha;2017-04-10;2017-06-09;4413
OP-02708;Débora Medeiros;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-04-10;2017-06-26;950
OP-03664;Igor Barros;Solução Atlas Profissional;Imperial Financeira Ltda.;Perdida;2017-04-10;2017-04-16;0
OP-05160;Igor Barros;Solução Atlas Profissional;Cerrado Participações Ltda.;Ganha;2017-04-10;2017-04-20;4136
OP-02751;Mariana Lima;Módulo Horizonte Especial;Mirante Consultoria Ltda.;Ganha;2017-04-10;2017-04-18;62
OP-01716;Nicolas Oliveira;Módulo Horizonte Especial;Serrana Tecnologia Ltda.;Perdida;2017-04-10;2017-04-18;0
OP-01002;Tatiana Castro;Módulo Horizonte Avançado;;Em negociação;2017-04-10;;
OP-06013;Tatiana Castro;Solução Atlas Essencial;Jardim Serviços Ltda.;Ganha;2017-04-10;2017-04-11;467
OP-05077;Bruno Duarte;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Ganha;2017-04-11;2017-06-11;1075
OP-08329;Felipe Queiroz;Módulo Horizonte Especial;Nexa Telecom Ltda.;Perdida;2017-04-11;2017-04-19;0
OP-05962;Henrique Borges;Módulo Horizonte Especial;Elo Telecom Ltda.;Ganha;2017-04-11;2017-04-13;52
OP-07549;Isabela Farias;Solução Atlas Profissional;Pampas Comunicação Ltda.;Perdida;2017-04-11;2017-04-19;0
OP-01453;Isabela Farias;Solução Atlas Profissional;Pampas Comunicação Ltda.;Perdida;2017-04-11;2017-04-12;0
OP-03329;Isabela Farias;Solução Atlas Profissional;Safira Software Ltda.;Ganha;2017-04-11;2017-04-18;4837
OP-00730;João Moreira;Solução Atlas Plus Essencial;Imperial Financeira Ltda.;Perdida;2017-04-11;2017-04-18;0
OP-02593;Larissa Santos;Solução Atlas Essencial;Solaris Comunicação Ltda.;Perdida;2017-04-11;2017-06-22;0
OP-07185;Larissa Santos;Solução Atlas Plus Essencial;Inova Software Ltda.;Ganha;2017-04-11;2017-04-13;1163
OP-04676;Otávio Pinto;Solução Atlas Essencial;Mirante Consultoria Ltda.;Perdida;2017-04-11;2017-04-21;0
OP-01625;Rafael Ferreira;Solução Atlas Plus Profissional;Krypton Saúde Ltda.;Perdida;2017-04-11;2017-06-10;0
OP-04590;Tiago Martins;Solução Atlas Essencial;Valência Consultoria Ltda.;Perdida;2017-04-11;2017-04-13;0
OP-04759;Vanessa Pereira;Solução Atlas Plus Essencial;;Em negociação;2017-04-11;;
OP-06669;Vanessa Pereira;Solução Atlas Essencial;Lótus Soluções Ltda.;Perdida;2017-04-11;2017-04-13;0
OP-02086;Vanessa Pereira;Solução Atlas Essencial;Quasar Serviços Ltda.;Perdida;2017-04-11;2017-04-18;0
OP-07209;Vanessa Pereira;Solução Atlas Essencial;Nativa Varejo Ltda.;Ganha;2017-04-11;2017-04-18;568
OP-03217;Vanessa Pereira;Solução Atlas Profissional;Krypton Saúde Ltda.;Ganha;2017-04-11;2017-06-19;5063
OP-04851;Fernanda Valente;Módulo Horizonte Avançado;Rubi Comunicação Ltda.;Perdida;2017-04-11;2017-04-21;0
OP-02892;Fernanda Valente;Módulo Horizonte Especial;Mirante Consultoria Ltda.;Ganha;2017-04-11;2017-06-06;46
OP-00570;Helena Menezes;Módulo Horizonte Avançado;Rubi Comunicação Ltda.;Perdida;2017-04-11;2017-04-12;0
OP-00185;Helena Menezes;Solução Atlas Essencial;Helix Comercial Ltda.;Ganha;2017-04-11;2017-04-12;504
OP-04779;Helena Menezes;Módulo Horizonte Especial;Helix Comercial Ltda.;Ganha;2017-04-11;2017-04-13;55
OP-07033;Juliana Esteves;Solução Atlas Profissional;Metrópole Digital Ltda.;Ganha;2017-04-11;2017-06-17;4760
OP-00308;Mariana Lima;Solução Atlas Essencial;Horizonte Saúde Ltda.;Perdida;2017-04-11;2017-04-21;0
OP-00795;Mariana Lima;Módulo Horizonte Avançado;Cristal Tecnologia Ltda.;Perdida;2017-04-11;2017-04-18;0
OP-07903;Nicolas Oliveira;Solução Atlas Profissional;Delta Sistemas Ltda.;Ganha;2017-04-11;2017-06-21;4653
OP-03861;Priscila Ramos;Módulo Horizonte Especial;;Em negociação;2017-04-11;;
OP-02267;Priscila Ramos;Módulo Horizonte Especial;Fênix Sistemas Ltda.;Perdida;2017-04-11;2017-04-22;0
OP-05236;Priscila Ramos;Módulo Horizonte Especial;Zênite Serviços Ltda.;Ganha;2017-04-11;2017-04-12;55
OP-00627;Ana Almeida;Solução Atlas Essencial;Mirante Consultoria Ltda.;Perdida;2017-04-12;2017-04-18;0
OP-01966;Bruno Duarte;Solução Atlas Plus Essencial;Futura Consultoria Ltda.;Em negociação;2017-04-12;;
OP-08244;Bruno Duarte;Módulo Horizonte Avançado;Valência Consultoria Ltda.;Ganha;2017-04-12;2017-04-22;3223
OP-04050;Eduarda Nogueira;Solução Atlas Plus Profissional;Atlas Digital Ltda.;Perdida;2017-04-12;2017-04-17;0
OP-02840;Eduarda Nogueira;Solução Atlas Essencial;Montana Varejo Ltda.;Ganha;2017-04-12;2017-04-19;553
OP-01893;Eduarda Nogueira;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Ganha;2017-04-12;2017-04-14;1114
OP-04712;Felipe Queiroz;Módulo Horizonte Avançado;Rubi Comunicação Ltda.;Ganha;2017-04-12;2017-04-20;3785
OP-03172;Gabriela Teixeira;Solução Atlas Plus Profissional;Jade Tecnologia Ltda.;Em negociação;2017-04-12;;
OP-00462;Isabela Farias;Solução Atlas Plus Essencial;Urbana Telecom Ltda.;Perdida;2017-04-12;2017-04-14;0
OP-04009;Isabela Farias;Módulo Horizonte Avançado;Helix Comercial Ltda.;Perdida;2017-04-12;2017-06-28;0
OP-06054;João Moreira;Solução Atlas Profissional;Latitude Serviços Ltda.;Ganha;2017-04-12;2017-04-13;5316
OP-04093;Patrícia Campos;Módulo Horizonte Especial;Jardim Serviços Ltda.;Perdida;2017-04-12;2017-04-16;0
OP-05517;Sofia Ishikawa;Solução Atlas Profissional;Horizonte Saúde Ltda.;Perdida;2017-04-12;2017-04-24;0
OP-04808;Sofia Ishikawa;Solução Atlas Essencial;Alvorada Digital Ltda.;Ganha;2017-04-12;2017-06-23;531
OP-04382;Sofia Ishikawa;Solução Atlas Essencial;Jade Tecnologia Ltda.;Ganha;2017-04-12;2017-06-16;544
OP-00580;Tiago Martins;Solução Atlas Essencial;Koral Logística Ltda.;Ganha;2017-04-12;2017-04-13;478
OP-05781;Tiago Martins;Solução Atlas Profissional;Bravura Financeira Ltda.;Ganha;2017-04-12;2017-04-22;5672
OP-04461;Tiago Martins;Módulo Horizonte Especial;Jardim Serviços Ltda.;Ganha;2017-04-12;2017-04-19;51
OP-00734;Tiago Martins;Módulo Horizonte Avançado;Valência Consultoria Ltda.;Ganha;2017-04-12;2017-04-19;3141
OP-06644;Vanessa Pereira;Solução Atlas Profissional;;Em negociação;2017-04-12;;
OP-07534;Vanessa Pereira;Solução Atlas Profissional;Nativa Varejo Ltda.;Perdida;2017-04-12;2017-04-13;0
OP-07823;Vanessa Pereira;Módulo Horizonte Especial;Lótus Soluções Ltda.;Perdida;2017-04-12;2017-04-16;0
OP-07495;Amanda Azevedo;Módulo Horizonte Especial;Ipanema Logística Ltda.;Perdida;2017-04-12;2017-04-13;0
OP-03710;Caio Dias;Solução Atlas Plus Essencial;Pioneira Consultoria Ltda.;Perdida;2017-04-12;2017-04-13;0
OP-01843;Caio Dias;Solução Atlas Plus Profissional;Novaterra Telecom Ltda.;Perdida;2017-04-12;2017-04-14;0
OP-02165;Fernanda Valente;Solução Atlas Plus Profissional;Íntegra Comercial Ltda.;Perdida;2017-04-12;2017-04-22;0
OP-07302;Igor Barros;Solução Atlas Plus Profissional;Tropical Saúde Ltda.;Ganha;2017-04-12;2017-06-21;5393
OP-08166;Juliana Esteves;Módulo Horizonte Especial;Alvorada Digital Ltda.;Em negociação;2017-04-12;;
OP-03127;Mariana Lima;Módulo Horizonte Especial;Torre Digital Ltda.;Perdida;2017-04-12;2017-04-19;0
OP-00900;Nicolas Oliveira;Módulo Horizonte Especial;;Em negociação;2017-04-12;;
OP-06301;Nicolas Oliveira;Módulo Horizonte Avançado;Ypê Logística Ltda.;Em negociação;2017-04-12;;
OP-07343;Nicolas Oliveira;Solução Atlas Plus Profissional;Kairós Varejo Ltda.;Perdida;2017-04-12;2017-04-19;0
OP-07374;Nicolas Oliveira;Solução Atlas Essencial;Novaterra Telecom Ltda.;Ganha;2017-04-12;2017-06-06;638
OP-03717;Nicolas Oliveira;Módulo Horizonte Especial;Serrana Tecnologia Ltda.;Ganha;2017-04-12;2017-04-23;50
